id,name,brand,category,editorialStatus,qualityLevel,sourceCoverage,officialProductPage,officialSourceType,sourceCount,lastVerified,currentStatus,actualUse,priority5,claimRisk,severity,missingFields,nextAction,internalLinks,columnLinks,ranking,priorityScore,priorityReason
154,無印良品 ホホバオイル,無印良品,美容液,editorial,A,complete,https://www.muji.com/jp/ja/store/cmdty/detail/4550584085369,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,7,0,false,7,内部リンク7件
155,肌美精 超浸透3Dマスク エイジングケア,クラシエ,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
156,ちふれ ウォッシャブル コールド クリーム,ちふれ,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
157,KOSE 雪肌精 みずみずしい化粧水,コーセー,化粧水,editorial,B,mostly_complete,,official-successor,1,2026-08-10,legacy,false,true,none,Low,product_specific_official_page | usage,掲載世代と現行品の対応を再確認し、旧製品案内を維持,7,0,false,7,内部リンク7件
158,ONE THING ドクダミエキス,ONE THING,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,11,内部リンク11件
159,HAKU メラノフォーカスEV,資生堂,美容液,editorial,B,mostly_complete,,official-successor | official-brand,2,2026-08-10,legacy,false,true,ingredient_tag_not_officially_verified,Low,product_specific_official_page | content_amount | usage | verified_ingredients,掲載世代と現行品の対応を再確認し、旧製品案内を維持,9,0,false,12,内部リンク9件・編集部参考指標4.6以上
160,Bulgari オムニア クリスタリン ボディローション,ブルガリ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
161,ロート製薬 メラノCC 薬用しみ対策 美白化粧水,ロート製薬,化粧水,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,15,0,false,31,内部リンク15件・編集部実使用商品
162,OLAY レチノール24 ナイトモイスチャライザー,オレイ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
163,コーセー ジュレーム ヘアマスク,コーセー,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
165,ファンケル ディープクリア洗顔パウダー,ファンケル,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
166,HotTab 重炭酸入浴剤,HotTab,入浴剤,editorial,C,partial,,official-brand,2,2026-08-10,status_unknown,false,true,none,Low,product_specific_official_page | current_status,"不足項目を公式情報で確認: product_specific_official_page, current_status",6,0,false,6,内部リンク6件
167,DEW スペリア ローション コンセントレート,カネボウ,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
168,アテニア スキンクリア クレンズ オイル アロマタイプ,アテニア,洗顔,editorial,A,complete,https://www.attenir.co.jp/item/1662-47,official-product | official-brand,2,2026-08-10,current,false,true,ingredient_tag_not_officially_verified,Low,verified_ingredients,不足項目を公式情報で確認: verified_ingredients,53,0,true,35,ランキング導線あり・内部リンク53件・編集部参考指標4.6以上
169,Torriden ビタCブライトニングアンプル,Torriden,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,14,0,true,29,ランキング導線あり・内部リンク14件・編集部参考指標4.6以上
170,ナンバーズイン 5番 ビタミンCブライトニングセラム,numbuzin,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
171,MEDIHEAL マデカソサイド エッセンシャル トナーパッド,MEDIHEAL,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,14,0,false,14,内部リンク14件
172,ダルバ ウォーターフルトーンアップサンクリーム,dalba,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,10,内部リンク7件・編集部参考指標4.6以上
173,ロート製薬 メラノCC 美白パック,ロート製薬,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
174,VT シナモロール限定 CICAデイリースージングマスク,VT Cosmetics,パック・マスク,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,19,0,false,22,内部リンク19件・編集部参考指標4.6以上
175,イニスフリー レチノール シカ リペア アンプル,イニスフリー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,1,false,13,コラムリンク1件・内部リンク9件
176,ランコム ジェニフィック アルティメ エッセンスローション,ランコム,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,62,0,true,35,ランキング導線あり・内部リンク62件・編集部参考指標4.6以上
177,コーセー 米肌 肌潤改善エッセンス,コーセー,美容液,editorial,A,complete,https://maihada.jp/site/g/gPRBE/,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,8,0,false,11,内部リンク8件・編集部参考指標4.6以上
178,エスティローダー アドバンス ナイト リペア SMR コンプレックス,エスティローダー,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,1,false,20,コラムリンク1件・内部リンク13件・編集部参考指標4.6以上
179,VT リードルショット 300,VT Cosmetics,美容液,editorial,A,complete,https://www.vtcosmetics.jp/product/%E3%83%AA%E3%83%BC%E3%83%89%E3%83%AB%E3%82%B7%E3%83%A7%E3%83%83%E3%83%88300/653/,official-product,1,2026-08-10,current,false,true,ingredient_tag_not_officially_verified,Low,usage | verified_ingredients,"不足項目を公式情報で確認: usage, verified_ingredients",9,0,false,9,内部リンク9件
180,Torriden ダイブイン マイクロ ヒアルロン酸 トナーパッド,Torriden,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,18,1,true,37,ランキング導線あり・コラムリンク1件・内部リンク18件・編集部参考指標4.6以上
181,SKIN&LAB バクチオール0.2% アイセラム,SKIN&LAB,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,11,内部リンク11件
182,カネボウ ヴェイル オブ デイ／ナイト,カネボウ,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
183,ファンケル エンリッチプラス 乳液 II,ファンケル,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
184,Abib ヒアルロン酸 ジェルクリーム チューブ,Abib,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
185,ロート製薬 オバジ ダーマパワーX ステムシャープアイ,ロート製薬,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
186,CNP Laboratory プロポリス エナジー アンプル,CNP,美容液,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
187,ビオレ UV キービジュアルデザイン アクアリッチ ライトアップエッセンス,花王,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,1,false,18,コラムリンク1件・内部リンク11件・編集部参考指標4.6以上
188,ドゥ・ラ・メール クレーム ドゥ・ラ・メール,ドゥ・ラ・メール,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,0,false,16,内部リンク13件・編集部参考指標4.6以上
189,ハダクリエ ナイアシンアミド モイストローション,花王,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
190,rom&nd グラスティング メルティング バーム,rom&nd,アイケア,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,6,0,false,6,内部リンク6件
191,メンソレータム アクネス25 メディカルミルク,ロート製薬,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
192,キールズ DS RTN リニューイング セラム,キールズ,美容液,editorial,A,complete,https://www.kiehls.jp/skincare/face-product/face-serums/retinol-skin-renewing-daily-micro-dose-serum/WW0124KIE.html,official-product,1,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,12,3,false,24,コラムリンク3件・内部リンク12件
193,ロゼット 洗顔パスタ アクネクリア,ロゼット,洗顔,editorial,A,complete,https://www.rosette.jp/Form/Product/ProductDetail.aspx?pid=054186-900&shop=0,official-product | official-brand,2,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,11,0,false,11,内部リンク11件
194,BULK HOMME ザ フェイスウォッシュ,BULK HOMME,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,3,false,22,コラムリンク3件・内部リンク10件
195,キュレル 泡洗顔料,キュレル,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,10,内部リンク10件
196,グーダル 青みかんビタCクレンジングフォーム,goodal,洗顔,editorial,A,complete,https://goodalcosmetic.jp/products/goodal-green-tangerine-dark-spot-c-v%E3%82%AF%E3%83%AC%E3%83%B3%E3%82%B8%E3%83%B3%E3%82%B0%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0-150ml,official-product | official-press-release,2,2026-08-10,current,false,true,none,Low,usage,不足項目を公式情報で確認: usage,7,0,false,7,内部リンク7件
197,イニスフリー グリーンティー クレンザー,イニスフリー,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
198,Obagi C洗顔フォーム,ロート製薬,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,0,false,8,内部リンク8件
199,ぬちまーす リュウミネ 石鹸,ぬちまーす,洗顔,editorial,B,mostly_complete,,official-pdf,1,2026-08-10,status_unknown,false,true,ingredient_tag_not_officially_verified,Low,product_specific_official_page | usage | verified_ingredients | current_status,"不足項目を公式情報で確認: product_specific_official_page, usage, verified_ingredients, current_status",9,0,false,9,内部リンク9件
200,VT CICA マイルドクレンジングフォーム,VT Cosmetics,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
201,カウブランド 無添加泡の洗顔料,牛乳石鹸,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,1,false,17,コラムリンク1件・内部リンク13件
202,ファンケル 洗顔パウダー,ファンケル,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
203,ロート製薬 メラノCC ディープデイケアUV乳液,ロート製薬,日焼け止め,editorial,A,complete,https://www.shop.rohto.co.jp/category/skincare/melanocc/191048.html,official-product,1,2026-08-10,current,false,true,none,Low,uv_water_resistance,不足項目を公式情報で確認: uv_water_resistance,15,3,false,27,コラムリンク3件・内部リンク15件
204,Torriden ソルベ クリーム,Torriden,保湿クリーム,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,7,0,false,7,内部リンク7件
205,d プログラム 薬用 アクネケア美容液,資生堂,美容液,editorial,A,complete,https://www.shiseido.co.jp/dprogram/product/acnecare_serum/ | https://www.shiseido.co.jp/sw/onlinestore/products/H26401.html,official-product,2,2026-08-10,current,false,true,none,Low,,定期的に公式URLと商品状態を再確認,7,0,false,7,内部リンク7件
206,VT CICA マイルドトナーパッド,VT Cosmetics,化粧水,editorial,A,complete,https://vtcosmetics.jp/product/cica-%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%89%E3%83%88%E3%83%8A%E3%83%BC%E3%83%91%E3%83%83%E3%83%89/220/,official-product,1,2026-08-10,current,false,true,none,Low,usage,不足項目を公式情報で確認: usage,11,0,false,11,内部リンク11件
207,ビオレ おうちdeエステ 洗顔ジェル,花王,洗顔,editorial,D,insufficient,,,0,,status_unknown,true,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,false,26,内部リンク10件・編集部実使用商品
208,オルビス ミスター3ステップセット フォーミングウォッシュ エッセンスローション,ORBIS Mr.,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,14,内部リンク11件・編集部参考指標4.6以上
209,UNO スキンセラムウォーター f 化粧水 200mL,UNO,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,3,false,22,コラムリンク3件・内部リンク10件
210,ニベアメン アクティブエイジローション,ニベアメン,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,14,内部リンク11件・編集部参考指標4.6以上
211,リップスボーイ 薬用フェイストナー 250ml 化粧水 大容量 保湿 乾燥 テカリ,LIPPS BOY,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
212,ジゲン オールインワンフェイスジェル 100g,ZIGEN,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,8,1,false,12,コラムリンク1件・内部リンク8件
213,マーロ MARO17 スキンローション 180ml MARO 化粧水・ローション,MARO,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,2,false,19,コラムリンク2件・内部リンク11件
214,化粧水・敏感肌用・高保湿タイプ 400ml,無印良品,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,67,3,true,47,ランキング導線あり・コラムリンク3件・内部リンク67件・編集部参考指標4.6以上
215,洗顔料＆泡立てネットセット THE FACE WASH＆THE BUBBLE,BULK HOMME,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,0,true,25,ランキング導線あり・内部リンク10件・編集部参考指標4.6以上
216,ギャツビー フェイシャルウォッシュ パーフェクトスクラブ,GATSBY,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,59,5,true,55,ランキング導線あり・コラムリンク5件・内部リンク59件・編集部参考指標4.6以上
217,メンズビオレ 泡タイプ洗顔 つめかえ,メンズビオレ,洗顔,editorial,A,complete,https://www.kao-kirei.com/ja/item/khg/mensbiore/4901301261991/,official-product,1,2026-08-11,current,false,false,none,Low,usage,不足項目を公式情報で確認: usage,16,2,false,24,コラムリンク2件・内部リンク16件
218,ウーノ uno ホイップウォッシュ 3+おまけ 炭 洗顔 アブラ テカリ サラサラ,UNO,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,10,1,false,14,コラムリンク1件・内部リンク10件
219,リップスボーイ 薬用フェイスウォッシュ 150ml 濃密 泡洗顔 メンズ,LIPPS BOY,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
220,バルクオム BULKHOMME THE REPAIR LOTION 100ml ＋,BULK HOMME,化粧水,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,4,false,27,コラムリンク4件・内部リンク11件
221,ニベアUV ニベアメン UVプロテクトジェル 40g SPF50+ PA+++,ニベアメン,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,29,0,true,35,ランキング導線あり・内部リンク29件・編集部参考指標4.6以上
222,アネッサ パーフェクトUV スキンケアジェル NB,アネッサ,日焼け止め,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status | spf | pa | uv_water_resistance,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,12,内部リンク9件・編集部参考指標4.6以上
223,ニベアメン モーニング10 オイリーブロックジェル 100ミリリットル,ニベアメン,オールインワン,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,false,11,内部リンク11件
224,ギャツビー EXパーフェクトエッセンス,GATSBY,オールインワン,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,13,2,false,21,コラムリンク2件・内部リンク13件
225,ウーノ バイタルクリームパーフェクション fA 90g 男性化粧品 フェイス用,UNO,オールインワン,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,12,0,true,27,ランキング導線あり・内部リンク12件・編集部参考指標4.6以上
226,ニベアメン フェイスウォッシュ モイスト,ニベアメン,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,11,0,true,26,ランキング導線あり・内部リンク11件・編集部参考指標4.6以上
227,メンズビオレ ダブルスクラブ洗顔,メンズビオレ,洗顔,editorial,A,complete,https://www.kao-kirei.com/ja/item/khg/mensbiore/4901301257666/,official-product,1,2026-08-11,current,false,false,none,Low,,定期的に公式URLと商品状態を再確認,14,0,false,14,内部リンク14件
228,DHCクレイ フェース ウォッシュ メンズ 洗顔 洗顔料 スキンケア 保湿,DHC,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
229,ストーリア MARO マーロ 全身用クレンジングソープ つめかえ用 詰め替え用,MARO,洗顔,editorial,D,insufficient,,,0,,status_unknown,false,false,product_specific_source_missing | ingredient_tag_not_officially_verified,Low,product_specific_official_page | manufacturer_category | content_amount | usage | verified_ingredients | current_status,商品専用メーカー公式ページを調査し、商品状態・仕様・成分タグを確認,9,0,false,9,内部リンク9件
